#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
271145	11100	11161	116281	116332	-	AD-011	HNRNPUL1	C14orf1	E1B-AP5|E1BAP5|HNRPUL1	ERG28|NET51	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9BUJ2	B7Z4B8|A0A024R0J9	NP_001308137|NP_008971|NP_001287945|NP_001308140|NP_653333	Q9UKR5	Q86TW5|Q6FII3	NP_009107	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271146	11100	51003	116281	119211	-	CGI-125	HNRNPUL1	MED31	E1B-AP5|E1BAP5|HNRPUL1	3110004H13Rik|Soh1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9BUJ2	B7Z4B8|A0A024R0J9	NP_001308137|NP_008971|NP_001287945|NP_001308140|NP_653333	Q9Y3C7	-	NP_057144	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271147	11100	1400	116281	107790	-	-	HNRNPUL1	CRMP1	E1B-AP5|E1BAP5|HNRPUL1	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9BUJ2	B7Z4B8|A0A024R0J9	NP_001308137|NP_008971|NP_001287945|NP_001308140|NP_653333	Q14194	E9PD68|X5DNI1|Q96I11|B3KV96|B3KT07	NP_001304|NP_001014809|NP_001275591|NP_001275590	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271148	11100	55660	116281	120792	-	HSPC225	HNRNPUL1	PRPF40A	E1B-AP5|E1BAP5|HNRPUL1	FBP-11|FBP11|FLAF1|FNBP3|HIP-10|HIP10|HYPA|NY-REN-6|Prp40	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9BUJ2	B7Z4B8|A0A024R0J9	NP_001308137|NP_008971|NP_001287945|NP_001308140|NP_653333	O75400	Q05C41	NP_001352534|NP_001352526|NP_001352525|NP_001352530|NP_060362|NP_001352532|NP_001352533|NP_001341361|NP_001341360|NP_001352529|NP_001352528|NP_001352527|NP_001352531	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271149	3276	51003	109512	119211	-	CGI-125	PRMT1	MED31	ANM1|HCP1|HRMT1L2|IR1B4	3110004H13Rik|Soh1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q99873	A0A087X1W2|B4DJ87|H7C2I1	NP_001193971|NP_938074|NP_001527	Q9Y3C7	-	NP_057144	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271150	3276	3276	109512	109512	-	-	PRMT1	PRMT1	ANM1|HCP1|HRMT1L2|IR1B4	ANM1|HCP1|HRMT1L2|IR1B4	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q99873	A0A087X1W2|B4DJ87|H7C2I1	NP_001193971|NP_938074|NP_001527	Q99873	A0A087X1W2|B4DJ87|H7C2I1	NP_001193971|NP_938074|NP_001527	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271151	3312	2079	109544	108390	-	-	HSPA8	ERH	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	DROER	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P11142	V9HW22|Q53HF2	NP_694881|NP_006588	P84090	A0A024R6D4	NP_004441	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271152	3312	2203	109544	108497	-	RP11-342C23.1	HSPA8	FBP1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	FBP	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P11142	V9HW22|Q53HF2	NP_694881|NP_006588	P09467	Q2TU34	NP_001121100|NP_000498	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271153	3312	7316	109544	113164	-	-	HSPA8	UBC	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	HMG20	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	#LPPI|Likely protein-protein interaction	-	BIOGRID	P11142	V9HW22|Q53HF2	NP_694881|NP_006588	P0CG48	-	NP_066289	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271154	3315	51003	109547	119211	-	CGI-125	HSPB1	MED31	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	3110004H13Rik|Soh1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P04792	V9HW43	NP_001531	Q9Y3C7	-	NP_057144	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271155	3315	84060	109547	123855	-	-	HSPB1	RBM48	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	C7orf64|DKFZP564O0523|HSPC304	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P04792	V9HW43	NP_001531	Q5RL73	-	NP_115496	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271156	3315	55791	109547	120905	-	RP11-96K19.1	HSPB1	LRIF1	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P04792	V9HW43	NP_001531	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271157	3315	7157	109547	113010	-	-	HSPB1	TP53	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	BCC7|LFS1|P53|TRP53	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P04792	V9HW43	NP_001531	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271158	8988	9094	114470	114548	-	-	HSPB3	UNC119	DHMN2C|HMN2C|HSPL27	HRG4|IMD13|POC7|POC7A	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q12988	Q6ICS9	NP_006299	Q13432	-	NP_473376|NP_005139	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271159	3336	333	109568	106830	-	-	HSPE1	APLP1	CPN10|EPF|GROES|HSP10	APLP	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P61604	-	NP_002148	P51693	-	NP_001019978|NP_005157	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271160	3336	11244	109568	116406	-	-	HSPE1	ZHX1	CPN10|EPF|GROES|HSP10	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P61604	-	NP_002148	Q9UKY1	A0A024R9F1	NP_009153|NP_001017926	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271161	29903	11161	118952	116332	-	AD-011	CCDC106	C14orf1	HSU79303|ZNF581	ERG28|NET51	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9BWC9	-	NP_037433	Q9UKR5	Q86TW5|Q6FII3	NP_009107	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271162	29903	84060	118952	123855	-	-	CCDC106	RBM48	HSU79303|ZNF581	C7orf64|DKFZP564O0523|HSPC304	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9BWC9	-	NP_037433	Q5RL73	-	NP_115496	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271163	3398	55791	109624	120905	-	RP11-96K19.1	ID2	LRIF1	GIG8|ID2A|ID2H|bHLHb26	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q02363	Q53T66	NP_002157	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271164	3398	9094	109624	114548	-	-	ID2	UNC119	GIG8|ID2A|ID2H|bHLHb26	HRG4|IMD13|POC7|POC7A	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q02363	Q53T66	NP_002157	Q13432	-	NP_473376|NP_005139	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271165	3550	1107	109766	107532	-	-	IK	CHD3	CSA2|RED	Mi-2a|Mi2-ALPHA|ZFH	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q13123	Q9UK43|Q95HA6	NP_006074	Q12873	B3KWV4|Q2TAZ1	NP_005843|NP_001005273|NP_001005271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271166	3550	10524	109766	115779	-	-	IK	KAT5	CSA2|RED	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q13123	Q9UK43|Q95HA6	NP_006074	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271167	3692	71	109898	106586	RP4-614O4.1	-	EIF6	ACTG1	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	P63261	-	NP_001186883|NP_001605	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271168	3692	55068	109898	120385	RP4-614O4.1	RP11-301I17.1	EIF6	ENOX1	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	CNOX|PIG38|bA64J21.1|cCNOX	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	Q8TC92	A0A024RDT8	NP_001334897|NP_001334896|NP_001334895|NP_001334894|NP_001334893|NP_001334892|NP_001121087|NP_001334899|NP_001229792|NP_001334900|NP_060463|NP_001334898	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271169	3692	28964	109898	118789	RP4-614O4.1	-	EIF6	GIT1	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	Q9Y2X7	Q59FC3	NP_054749|NP_001078923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271170	3692	3092	109898	109339	RP4-614O4.1	UNQ2786	EIF6	HIP1	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	HIP-I|ILWEQ	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	O00291	B4DK46|V5LU97	NP_001369374|NP_005329|NP_001230127|NP_001369373	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271171	3692	23649	109898	117176	RP4-614O4.1	-	EIF6	POLA2	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	Q14181	-	NP_002680	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271172	6453	1915	112351	108237	-	RP11-505P4.2	ITSN1	EEF1A1	ITSN|SH3D1A|SH3P17	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15811	Q6PD56	NP_001317939|NP_001317938|NP_001317937|NP_001001132|NP_003015|NP_001317940|NP_001317941	P68104	Q6IPS9	NP_001393	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271173	6453	3798	112351	109999	-	-	ITSN1	KIF5A	ITSN|SH3D1A|SH3P17	D12S1889|MY050|NKHC|SPG10	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15811	Q6PD56	NP_001317939|NP_001317938|NP_001317937|NP_001001132|NP_003015|NP_001317940|NP_001317941	Q12840	-	NP_001341634|NP_004975	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271174	6453	9094	112351	114548	-	-	ITSN1	UNC119	ITSN|SH3D1A|SH3P17	HRG4|IMD13|POC7|POC7A	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15811	Q6PD56	NP_001317939|NP_001317938|NP_001317937|NP_001001132|NP_003015|NP_001317940|NP_001317941	Q13432	-	NP_473376|NP_005139	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271175	56992	1107	121307	107532	-	-	KIF15	CHD3	HKLP2|KNSL7|NY-BR-62	Mi-2a|Mi2-ALPHA|ZFH	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9NS87	C9JKA9	NP_064627	Q12873	B3KWV4|Q2TAZ1	NP_005843|NP_001005273|NP_001005271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271176	56992	7431	121307	113272	-	RP11-124N14.1	KIF15	VIM	HKLP2|KNSL7|NY-BR-62	CTRCT30|HEL113	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9NS87	C9JKA9	NP_064627	P08670	V9HWE1	NP_003371	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271177	3910	10980	110104	116176	RP1-142L7.4	-	LAMA4	COPS6	CMD1JJ|LAMA3|LAMA4*-1	CSN6|MOV34-34KD	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q16363	Q5D044	NP_002281|NP_001098676|NP_001098677|NP_001098678|NP_001098679	Q7L5N1	-	NP_006824	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271178	3910	5764	110104	111731	RP1-142L7.4	-	LAMA4	PTN	CMD1JJ|LAMA3|LAMA4*-1	HARP|HBGF8|HBNF|NEGF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q16363	Q5D044	NP_002281|NP_001098676|NP_001098677|NP_001098678|NP_001098679	P21246	A0A024R778	NP_002816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271179	3910	197131	110104	128238	RP1-142L7.4	-	LAMA4	UBR1	CMD1JJ|LAMA3|LAMA4*-1	JBS	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q16363	Q5D044	NP_002281|NP_001098676|NP_001098677|NP_001098678|NP_001098679	Q8IWV7	-	NP_777576	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271180	3910	11244	110104	116406	RP1-142L7.4	-	LAMA4	ZHX1	CMD1JJ|LAMA3|LAMA4*-1	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q16363	Q5D044	NP_002281|NP_001098676|NP_001098677|NP_001098678|NP_001098679	Q9UKY1	A0A024R9F1	NP_009153|NP_001017926	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271181	4000	10524	110186	115779	RP11-54H19.1	-	LMNA	KAT5	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|PRO1	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P02545	Q5TCI8	NP_001244303|NP_005563|NP_733821|NP_733822|NP_001269553|NP_001269555|NP_001269554	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271182	56901	54978	121231	120314	-	UNQ3047/PRO9863	NDUFA4L2	SLC35F6	NUOMS	ANT2BP|C2orf18|TANGO9	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9NRX3	A0A024RB39	NP_064527	Q8N357	-	NP_060347	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271183	55227	1400	120522	107790	RP3-523E19.1	-	LRRC1	CRMP1	LANO|dJ523E19.1	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9BTT6	-	NP_060684	Q14194	E9PD68|X5DNI1|Q96I11|B3KV96|B3KT07	NP_001304|NP_001014809|NP_001275591|NP_001275590	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271184	55227	57562	120522	121617	RP3-523E19.1	-	LRRC1	KIAA1377	LANO|dJ523E19.1	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9BTT6	-	NP_060684	Q9P2H0	-	NP_065853	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271185	51631	1107	119646	107532	CGI-59	-	LUC7L2	CHD3	CGI-74|LUC7B2	Mi-2a|Mi2-ALPHA|ZFH	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9Y383	-	NP_001257572|NP_057103|NP_001231514	Q12873	B3KWV4|Q2TAZ1	NP_005843|NP_001005273|NP_001005271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271186	51631	57562	119646	121617	CGI-59	-	LUC7L2	KIAA1377	CGI-74|LUC7B2	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9Y383	-	NP_001257572|NP_057103|NP_001231514	Q9P2H0	-	NP_065853	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271187	51631	5764	119646	111731	CGI-59	-	LUC7L2	PTN	CGI-74|LUC7B2	HARP|HBGF8|HBNF|NEGF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9Y383	-	NP_001257572|NP_057103|NP_001231514	P21246	A0A024R778	NP_002816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271188	55646	11244	120780	116406	PNAS-5	-	LYAR	ZHX1	ZC2HC2|ZLYAR	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9NX58	-	NP_001139197|NP_060286	Q9UKY1	A0A024R9F1	NP_009153|NP_001017926	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271189	55646	7704	120780	113498	PNAS-5	-	LYAR	ZBTB16	ZC2HC2|ZLYAR	PLZF|ZNF145	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9NX58	-	NP_001139197|NP_060286	Q05516	A0A024R3C6	NP_001018011|NP_005997	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271190	9587	1915	114955	108237	RP1-261G23.6	RP11-505P4.2	MAD2L1BP	EEF1A1	CMT2	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15013	-	NP_055443|NP_001003690	P68104	Q6IPS9	NP_001393	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271191	9587	10524	114955	115779	RP1-261G23.6	-	MAD2L1BP	KAT5	CMT2	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15013	-	NP_055443|NP_001003690	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271192	9587	5764	114955	111731	RP1-261G23.6	-	MAD2L1BP	PTN	CMT2	HARP|HBGF8|HBNF|NEGF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15013	-	NP_055443|NP_001003690	P21246	A0A024R778	NP_002816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271193	9587	9869	114955	115202	RP1-261G23.6	RP11-316M1.1	MAD2L1BP	SETDB1	CMT2	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q15013	-	NP_055443|NP_001003690	Q15047	-	NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271194	4097	1107	110272	107532	-	-	MAFG	CHD3	hMAF	Mi-2a|Mi2-ALPHA|ZFH	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	O15525	A0A024R8X1	NP_116100|NP_002350	Q12873	B3KWV4|Q2TAZ1	NP_005843|NP_001005273|NP_001005271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271195	4122	1107	110295	107532	-	-	MAN2A2	CHD3	MANA2X	Mi-2a|Mi2-ALPHA|ZFH	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P49641	Q9P1E4	NP_006113	Q12873	B3KWV4|Q2TAZ1	NP_005843|NP_001005273|NP_001005271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271196	4122	7431	110295	113272	-	RP11-124N14.1	MAN2A2	VIM	MANA2X	CTRCT30|HEL113	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P49641	Q9P1E4	NP_006113	P08670	V9HWE1	NP_003371	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271197	81631	23192	123565	116801	-	-	MAP1LC3B	ATG4B	ATG8F|LC3B|MAP1A/1BLC3|MAP1LC3B-a	APG4B|AUTL1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9GZQ8	Q658J6	NP_073729	Q9Y4P1	B3KVU2	NP_847896|NP_037457	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271198	81631	84078	123565	123873	-	-	MAP1LC3B	KBTBD7	ATG8F|LC3B|MAP1A/1BLC3|MAP1LC3B-a	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9GZQ8	Q658J6	NP_073729	Q8WVZ9	-	NP_115514	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271199	81631	8878	123565	114397	-	-	MAP1LC3B	SQSTM1	ATG8F|LC3B|MAP1A/1BLC3|MAP1LC3B-a	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	Q9GZQ8	Q658J6	NP_073729	Q13501	-	NP_003891|NP_001135771|NP_001135770	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271200	5602	2975	111588	109230	RP13-514E23.1	-	MAPK10	GTF3C1	JNK3|JNK3A|PRKM10|SAPK1b|p493F12|p54bSAPK	TFIIIC|TFIIIC220|TFIIICalpha	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P53779	A8MWW6|Q499Y8	NP_001350586|NP_001304998|NP_001338554|NP_620448|NP_001338553|NP_620446|NP_620447|NP_002744|NP_001304997|NP_001304996	Q12789	-	NP_001511|NP_001273171	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271201	5602	9094	111588	114548	RP13-514E23.1	-	MAPK10	UNC119	JNK3|JNK3A|PRKM10|SAPK1b|p493F12|p54bSAPK	HRG4|IMD13|POC7|POC7A	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P53779	A8MWW6|Q499Y8	NP_001350586|NP_001304998|NP_001338554|NP_620448|NP_001338553|NP_620446|NP_620447|NP_002744|NP_001304997|NP_001304996	Q13432	-	NP_473376|NP_005139	-	-	-	-	-	-	Homo sapiens	Homo sapiens
271202	5601	57562	111587	121617	-	-	MAPK9	KIAA1377	JNK-55|JNK2|JNK2A|JNK2ALPHA|JNK2B|JNK2BETA|PRKM9|SAPK|SAPK1a|p54a|p54aSAPK	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	3.0	-	-	-	BIOGRID	P45984	-	NP_001351536|NP_001351537|NP_001351539|NP_001351542|NP_001351540|NP_001351541|NP_620709|NP_620708|NP_001128516|NP_001295173|NP_002743|NP_620707|NP_001351538	Q9P2H0	-	NP_065853	-	-	-	-	-	-	Homo sapiens	Homo sapiens
